हमीर की मौत के बाद चौहानों का राज खत्म हो गया ।	
मुस्लिम विजेताओं ने किले की मजबूत दीवार को नष्टभ्रष्ट कर दिया ।	
मालवा के शासकों ने 16वीं शताब्दी में अपना राज जमाया ।	
राणा सांगा ने यहाँ रहकर अपनी फौज को मजबूत किया ।	
राणा सांगा को हराने के लिए मुगलों ने यहाँ कई बार आक्रमण किये जिनमें कई बार राणा सांगा घायल हुए ।	
उनकी पराजय के बाद यह किला मुगलों के अधीन हो गया ।	
मुगल शासक शाह आलम ने 1754 में जयपुर के महाराजा सवाई माधोसिंह प्रथम को यह किला पुरस्कार स्वरूप दिया ।	
तब से इसे महाराजा के शिकार के लिए सुरक्षित रखा गया ।	
महाराजा ने ही यहाँ पदम तालाब , राजा बाँध और मिलक तालाब बनवाए ।	
पदम तालाब के पास और किले की तलहटी में जोगी महल बना हुआ है , जो अब वन विभाग का रेस्ट हाउस है ।	
यहाँ आम पर्यटक को प्रवेश नहीं मिलता ।	
महारानी एलिज़ाबेथ द्वितीय और एडेनबर्ग के ड्यूक के अलावा पूर्व प्रधानमंत्री राजीव गाँधी भी उद्यान में बाघ देखने आ चुके हैं ।	
रणथम्भौर किला जयपुर से करीब 200 कि.मी. दूर है ।	
राष्ट्रीय वन्य जीव उद्यान में घुमाने के लिए 30 खुली जिप्सी और 15 केंटर अनुबंधित हैं ।	
30 जून के बाद तीन माह के लिए बरसात के दौरान यह इलाका बंद रहता है ।	
जंगल में करीब 35 कि.मी. का रास्ता इन वाहनों द्वारा तीन घंटे में तय किया जाता है ।	
पिछले पन्द्रह वर्षों से इस क्षेत्र में वाहन चला रहे भानु प्रताप सिंह ने बताया कि पर्यटकों की संख्या निरंतर बढ़ रही है , लेकिन बाघ कभी कभार ही दिखता है ।	
जंगल में वन विभाग की करीब पन्द्रह चौकियाँ हैं ।	
वनकर्मी भी खाली हाथ में डंडा लिए गश्त करते हैं ।	
यह क्षेत्र कारे जोन और बफर जोन में बँटा है ।	
ये ग्लेशियर साल में आठ महीने बर्फ की सुंदर चादर से ढके रहते हैं ।	
तो वहीँ दूसरी तरफ सुंदर वादियाँ हैं जो सुंदर फूलों और रंगीन पत्तियों वाले पेड़ों से ढकी रहती हैं ।	
यूँ तो आपने यश चोपड़ा की फिल्मों में इस खूबसूरत देश के कई नयनाभिराम दृश्य देखे होंगे ।	
जिन्हें देखने के बाद आपका मन भी इन खूबसूरत वादियों में खोने को करता होगा ।	
अपने इस अंक में आप हमारे साथ सैर कर सकते हैं स्विट्जरलैंड की इन्हीं हसीन वादियों की ।	
इस सफर की शुरूआत करते हैं इंटरलेकन ओस्ट से ।	
इंटरलेकन ओस्ट को बॉलीवुड की पसंदीदा जगह कहा जाता है ।	
प्राकृतिक सुंदरता से भरपूर इस शहर में आप स्विट्जरलैंड के इतिहास और वर्तमान दोनों से मुलाकात कर सकते हैं ।	
यदि आपके पास थोड़ा सा वक्त और हौसला हो तो सूर्योदय के समय यहाँ की पहाड़ियों पर चहल - कदमी करना बेहद सुखद लगता है ।	
यदि पैदल नहीं जा सकते तो यहाँ से एक ट्रेन सीधी पहाड़ी के ऊपर जाती है ।	
बिना चूके उसका टिकट ले लीजिए ।	
और पहाड़ी के ऊपर से सुंदर स्विट्जरलैंड का नजारा लीजिए ।	
स्कॉटलैंड खूबसूरत कासल्स ( किलों ) का देश है ।	
ऐसा देश जिसे इतिहास बेहतरीन योद्धाओं , बैगपाइपर के अनोखे संगीत और स्कर्ट पहनने वाले पुरूषों के नाम से जानता है ।	
जिंदादिल लोगों के इस प्रांत की बात ही कुछ और है ।	
घुमक्कड़ लोगों के लिए यह स्वर्ग से बढ़कर है ।	
यदि आप स्वच्छ हवा , निर्मल पानी और खूबसूरत वादियों के मुरीद हैं तो स्कॉटलैंड आपकी मंजिल है ।	
इस जगह की खास बात यह है कि यहाँ के सैंडी बीच अभी तक लोगों की नजरों से बचे हुए हैं ।	
इसलिए यहाँ की प्राकृतिक सुंदरता को आधुनिकता का ग्रहण नहीं लगा है ।	
लेकिन प्रकृति भी इस जगह पर कम मेहरबान नहीं है ।	
यदि आप भीड़ - भाड़ से दूर एंकात में प्रकृति की अनुपम छटा को निहारना चाहते हैं तो स्कॉटलैंड के पास आपको देने के लिए काफी कुछ है ।	अगर रउआ भीड़-भाड़ से दूर एकान्त में प्रकृति के अनूपम छटा के निहारे के चाहत बानीं त स्कॉटलैंड के पास रउआ के देवे खातिर बहुत कुछ बा।
यूँ तो स्कॉटलैंड यूनाइटेड किंगडम के अधीन एक राज्य है ।	
लेकिन यहाँ का अपना मंत्रीमंडल है ।	
और तो और यहाँ की मुद्रा का रंग और उस पर बने चित्र भी लंदन के पौंड से कुछ अलग है ।	अउरी त अउरी इहाँ के मुद्रा के रंग आ ओकरा पर बनल चित्र भी लंदन के पौंड से कुछ अलग बा।
यहाँ घूमने और लोगों से बात करने पर पता चलता है कि यहाँ के लोग इंग्लैंड सरकार से थोड़े से खफा रहते हैं ।	एहँवा घूमे अउरी लोगन से बात करे पर पता चलेला कि एहँवा के लोग इंग्लैंड सरकार से तनिका खफा रहेलन।
खूबसूरत कासलों के इस शहर में बेहद खूबसूरत ग्रास कोर्ट हैं ।	खूबसूरत कसलन के एह शहर में बहुत खूबसूरत घास के मैदान बा।
जिन्हें दुनिया के बेहतरीन गोल्फ मैदानों में बदला गया है ।	जेकरा के दुनिया के सबसे नीक गोल्फ के मैदान में बदल दिहल गइल बा।
गोल्फ प्रेमियों के लिए जन्नत कहलाने वाले ग्लासगो में दुनिया के बेहतरीन 40 गोल्फ कोर्ट हैं ।	गोल्फ के शौकीन लोग खातिर स्वर्ग कहे जाए वाला ग्लासगो में दुनिया के सबसे बढ़िया 40 गोल्फ कोर्ट बा।
यहाँ गोल्फ खिलाया ही नहीं जाता बल्कि सिखाया भी जाता है ।	इहाँ गोल्फ खेलावे भरिये नाहीं, सिखावे भरि कइल जाला।
यदि आप भी सफेद गेंद और स्टिक पर हाथ आजमाना चाहते हैं तो ग्लासगो का चक्कर जरूर लगाइएगा ।	अगर राउरो सफेद गेंद आउर स्टिक पर हाथ आजमावे के चाहत बा तs ग्लासगो के चक्कर जरूर लगाइब।
पेरिस	पेरिस
यहाँ की गलियाँ , नुक्कड़ हर जगह अनूठी खूबसूरती में डूबे हुए हैं ।	एहँवा के गली, नुक्कड़ हर जगह अनोखी खूबसूरती में डूबल बा।
यहाँ की गलियों में भटकते हुए आपको महसूस होगा फ्रेंच लोगों का पूरा जीवन कला के लिए समर्पित है ।	एहँवा के गली-गली में भटकत घरी राउर महसूस होई कि फ्रेंच लोगन के पूरा जीवन कला खातिर समर्पित बा।
इस साफ - सुथरे , खूबसूरत देश में जहाँ तक हो सके आप गर्मियों के मौसम में घूमने जाएँ ।	जहाँ ले हो सके ए साफ़-सुथरा, सुन्दर देस में घूमे खातिर गर्मी के मौसम में जाईं।
क्योंकि सर्दियों में यहाँ का पारा माइनस डिग्री के नीचे ही नजर आता है ।	काहे कि जाड़ा में इहाँ के पारा माइनस डिग्री से नीचे ही देखे के मिलेला।
गर्मियों में यहाँ का मौसम बेहद सुहावना होता है ।	garmi me hiyan ke mausam bahut suhavana rahela.
इस मौसम की सुहानी सुबह में आपको फ्रेंच लोग पिस्त्रो में कॉफी और ' लोफ ब्रेड ' का आनंद उठाते नजर आएंगे ।	एह मौसम के सुहानी सबेरे में तोहरा फ्रेंच लोग पिस्त्रो में कॉफ़ी आउर 'लोफ ब्रेड' के आनंद लेत नजर अइहें।
पिस्त्रो यहाँ की भाषा में रेस्त्रां को कहते हैं ।	पिस्त्रो इहाँ के भाषा में रेस्त्रां के कहेला।
पेरिस आने के बाद फ्रेंच ब्रेड का लुत्फ उठाना मत भूलिएगा ।	
यहाँ गर्मी के मौसम में सूरज नौ बजे अस्त होता है जिसके कारण आपको पेरिस निहारने के लिए वक्त काफी ज्यादा मिलता है ।	
321 मीटर ऊँचे एफिल टॉवर की ऊपरी मंजिल से पेरिस को निहारने का आनंद ही कुछ और है ।	
टॉवर के ऊपरी भाग में तीन मंजिलें बनी हुई हैं ।	
एफिल टॉवर तक पहुँचने के लिए बेहतरीन लिफ्ट का इंतजाम है ।	
इस लिफ्ट तक पहुँचने के लिए आपको लंबी कतार से जूझना होगा ।	
लेकिन टॉवर के ऊपर जाने के बाद आपको यह जद्दोजहद बेमानी लगेगी ।	
और आप पेरिस की खूबसूरती का नया रूप देखेंगे ।	
पेरिस आकर यदि आपने यह न देखा तो आपने कुछ भी नहीं देखा ।	
वैसे तो पेरिस म्यूजियमों की भी राजधानी है ।	
लेकिन म्यूजियम डी लवीस इनमें नायाब है ।	
पहले पहल यह एक फ्रेंच महल था जिसे बाद में म्यूजियम का रूप दे दिया गया था ।	
इस म्यूजियम में आप मोनालिसा की पेंटिग , विक्ट्री ऑफ सेमोथरेस , मिस्र के पिरामिड की दुर्लभ वस्तुओं , वीनस के स्टेच्यू से लेकर कई विश्वप्रसिद्ध कलाकृतियों को निहार सकते हैं ।	
यहाँ की तीन मुख्य दीर्घाओं में मिस्त्र , ग्रीक व रोमन कलाओं के बेहतरीन नमूने रखे हैं ।	
यह संग्रहालय इतना विशाल और खूबसूरत है कि इसे निहारने के लिए एक दिन कम लगेगा ।	
इस नदी पर पुरातन काल के चिन्हों के रूप में 36 बेहद खूबसूरत पुल बने हुए हैं ।	
पुलों पर की गई कारीगरी देखते ही बनती है ।	
यदि आप पेरिस घूमने जाएं तो सेन नदी में बोटिंग करने का लुत्फ जरूर उठाइएगा ।	
यहाँ बोटिंग करते हुए आप प्रकृति के सुंदर नजारों के साथ - साथ पेरिस के अतीत से भी साक्षात्कार कर सकते हैं ।	
इसके साथ ही सेन नदी के किनारों पर चहलकदमी करते हुए फ्रेंच जीवन से रूबरू होना बेहद सुंदर अनुभव है ।	
कलाप्रेमियों के इस स्वर्ग में बच्चों के लिए हसीन तोहफा है डिजनीलैंड ।	
जहाँ आकर लगता है कि सपने साकार हो गए हैं ।	
यहाँ मजे के साथ - साथ आपके बच्चों का खासा ज्ञान वर्धन भी होता है ।	
वहीं दूसरी ओर वे फिल्म निर्माण की बारीकियों से भी रूबरू होते हैं ।	
खूबसूरत बिल्डिंगों से सजा आधुनिक शहर चमचमाती रोशनी .... साफ - सुथरी सड़क ... तेज जिंदगी और एक भूकम्प से खूबसूरत शहर का एकाएक खाक हो जाना यह मंजर सोचकर ही भयावह लगता है , लेकिन अमेरिका के फ्लोरिडा प्रांत के नागरिकों के लिए यह कोई नई बात नहीं है ।	
अपनी जीवटता के कारण वे हर तूफान के बाद शहर की बदशक्‍ल हो चुकी शक्ल को पहले से ज्यादा सुंदर बना देते हैं ।	
आज हम आपकी मुलाकात करा रहे हैं , फ्लोरिडा की खास पर्यटन नगरिया ओरलैंडो से ।	
ओरलैंडों की आबादी मात्र दो लाख है , लेकिन यहाँ हर साल लगभग पाँच करोड़ पर्यटक आते हैं ।	
पर्यटकों की खासी आवाजाही ने इस उपनगर को महानगर जैसा रूप दे दिया है ।	
होटलों की दृष्टि से यह अमेरिका का दूसरा बड़ा शहर है ।	
ओरलैंडों को पॉप म्यूजिक की राजधानी भी माना जाता है ।	
यहाँ का रॉक म्यूजिक काफी लोकप्रिय है ।	
रात का सुरमई अँधेरा छाते ही यहाँ के पब और डिस्कोथेक रोशन हो जाते हैं ।	
यहाँ के लाइव रॉक बैंड इस माहौल में चार चाँद लगा देते हैं ।	
फ्लोरिडा में बार - बार तूफान आते हैं ।	
इन तूफानों से प्रेरणा लेकर ओरलैंडोंवासियों ने एक अनूठे भवन का निर्माण करवाया है और उसे नाम दिया है - वन्डर वर्क्‍स ।	
यहाँ के इंटरनेशनल ड्राइव मार्ग पर बनी यह इमारत सभी का ध्यान खींचती है ।	
बिल्डिंग को देखते ही महसूस हो जाता है कि इसे यह नाम क्यों दिया गया ?	
बिल्डिंग को पूरी तरह उल्टा बनाया गया है ।	
आप इस बिल्डिंग के बाहरी स्वरूप को देखकर ही ठिठक जाएँगे , लेकिन जरा अंदर जाइए जनाब ।	
बिल्डिंग के अंदर आपके लिए काफी कुछ है ।	
कम्प्यूटर के इस युग में यहाँ हर चीज तकनीक से सजी है ।	
यहाँ एक खास कमरे में आप भूंकप या तूफान के समय होने वाले कंपन को महसूस कर सकते हैं ।	
